t,x,y,z,yaw,vx,vy,vz,speed,pos,dist
14.000,-405.400,201.200,-1802.032,0,0,0,0,11,0,139.996
14.400,-405.400,201.300,-1798.025,0,0,0,0,11,0,144.004
14.800,-405.400,201.300,-1794.028,0,0,0,0,11,0,148.000
15.200,-405.400,201.400,-1790.032,0,0,0,0,11,0,151.996
15.600,-405.400,201.400,-1786.024,0,0,0,0,11,0,156.004
16.000,-405.400,201.400,-1782.028,0,0,0,0,11,0,160.000
16.400,-405.400,201.500,-1778.032,0,0,0,0,11,0,163.997
16.800,-405.400,201.500,-1774.024,0,0,0,0,11,0,168.004
17.200,-405.400,201.500,-1770.028,0,0,0,0,11,0,172.001
17.600,-405.400,201.600,-1766.031,0,0,0,0,11,0,175.997
18.000,-405.400,201.600,-1762.024,0,0,0,0,11,0,180.004
18.400,-405.400,201.600,-1758.027,0,0,0,0,11,0,184.001
18.800,-405.400,201.700,-1754.031,0,0,0,0,11,0,187.997
19.200,-405.400,201.700,-1750.024,0,0,0,0,11,0,192.005
19.600,-405.400,201.700,-1746.027,0,0,0,0,11,0,196.001
20.000,-405.400,201.800,-1742.031,0,0,0,0,11,0,199.998
20.400,-405.400,201.800,-1738.023,0,0,0,0,11,0,204.005
20.800,-405.400,201.800,-1734.027,0,0,0,0,11,0,208.001
21.200,-405.400,201.900,-1730.030,0,0,0,0,11,0,211.998
21.600,-405.400,201.900,-1726.023,0,0,0,0,11,0,216.005
22.000,-405.400,202.000,-1722.027,0,0,0,0,11,0,220.002
22.400,-405.400,202.000,-1718.030,0,0,0,0,11,0,223.998
22.800,-405.400,202.000,-1714.034,0,0,0,0,11,0,227.994
23.200,-405.400,202.100,-1710.026,0,0,0,0,11,0,232.002
23.600,-405.400,202.100,-1706.030,0,0,0,0,11,0,235.998
24.000,-405.400,202.100,-1702.034,0,0,0,0,11,0,239.995
24.400,-405.400,202.200,-1698.026,0,0,0,0,11,0,244.002
24.800,-405.400,202.200,-1694.030,0,0,0,0,11,0,247.999
25.200,-405.400,202.200,-1690.033,0,0,0,0,11,0,251.995
25.600,-405.400,202.300,-1686.026,0,0,0,0,11,0,256.003
26.000,-405.400,202.300,-1682.029,0,0,0,0,11,0,259.999
26.400,-405.400,202.300,-1678.033,0,0,0,0,11,0,263.995
26.800,-405.400,202.400,-1674.025,0,0,0,0,11,0,268.003
27.200,-405.400,202.400,-1670.029,0,0,0,0,11,0,271.999
27.600,-405.400,202.500,-1666.033,0,0,0,0,11,0,275.996
28.000,-405.400,202.500,-1662.025,0,0,0,0,11,0,280.003
28.400,-405.400,202.500,-1658.029,0,0,0,0,11,0,284.000
28.800,-405.400,202.600,-1654.032,0,0,0,0,11,0,287.996
29.200,-405.400,202.600,-1650.025,0,0,0,0,11,0,292.003
29.600,-405.400,202.600,-1646.028,0,0,0,0,11,0,296.000
30.000,-405.400,202.700,-1642.032,0,0,0,0,11,0,299.996
30.400,-405.400,202.700,-1638.025,0,0,0,0,11,0,304.004
30.800,-405.400,202.700,-1634.028,0,0,0,0,11,0,308.000
31.200,-405.400,202.800,-1630.032,0,0,0,0,11,0,311.997
31.600,-405.400,202.800,-1626.024,0,0,0,0,11,0,316.004
32.000,-405.400,202.800,-1622.028,0,0,0,0,11,0,320.000
32.400,-405.400,202.900,-1618.031,0,0,0,0,11,0,323.997
32.800,-405.400,202.900,-1614.024,0,0,0,0,11,0,328.004
33.200,-405.400,203.000,-1610.028,0,0,0,0,11,0,332.001
33.600,-405.400,203.000,-1606.031,0,0,0,0,11,0,335.997
34.000,-405.400,203.000,-1602.024,0,0,0,0,11,0,340.005
34.400,-405.400,203.100,-1598.027,0,0,0,0,11,0,344.001
34.800,-405.400,203.100,-1594.031,0,0,0,0,11,0,347.997
35.200,-405.400,203.100,-1590.023,0,0,0,0,11,0,352.005
35.600,-405.400,203.200,-1586.027,0,0,0,0,11,0,356.001
36.000,-405.400,203.200,-1582.031,0,0,0,0,11,0,359.998
36.400,-405.400,203.200,-1578.023,0,0,0,0,11,0,364.005
36.800,-405.400,203.300,-1574.027,0,0,0,0,11,0,368.002
37.200,-405.400,203.300,-1570.030,0,0,0,0,11,0,371.998
37.600,-405.400,203.300,-1566.023,0,0,0,0,11,0,376.006
38.000,-405.400,203.400,-1562.026,0,0,0,0,11,0,380.002
38.400,-405.400,203.400,-1558.030,0,0,0,0,11,0,383.998
38.800,-405.400,203.400,-1554.034,0,0,0,0,11,0,387.995
39.200,-405.400,203.500,-1550.026,0,0,0,0,11,0,392.002
39.600,-405.400,203.500,-1546.030,0,0,0,0,11,0,395.999
40.000,-405.400,203.600,-1542.033,0,0,0,0,11,0,399.995
40.400,-405.400,203.600,-1538.026,0,0,0,0,11,0,404.003
40.800,-405.400,203.600,-1534.029,0,0,0,0,11,0,407.999
41.200,-405.400,203.700,-1530.033,0,0,0,0,11,0,411.995
41.600,-405.400,203.700,-1526.025,0,0,0,0,11,0,416.003
42.000,-405.400,203.700,-1522.029,0,0,0,0,11,0,419.999
42.400,-405.400,203.800,-1518.033,0,0,0,0,11,0,423.996
42.800,-405.400,203.800,-1514.025,0,0,0,0,11,0,428.003
43.200,-405.400,203.800,-1510.029,0,0,0,0,11,0,432.000
43.600,-405.400,203.900,-1506.032,0,0,0,0,11,0,435.996
44.000,-405.400,203.900,-1502.025,0,0,0,0,11,0,440.003
44.400,-405.400,203.900,-1498.028,0,0,0,0,11,0,444.000
44.800,-405.400,204.000,-1494.032,0,0,0,0,11,0,447.996
45.200,-405.400,204.000,-1490.025,0,0,0,0,11,0,452.004
45.600,-405.400,204.100,-1486.028,0,0,0,0,11,0,456.000
46.000,-405.400,204.100,-1482.032,0,0,0,0,11,0,459.997
46.400,-405.400,204.100,-1478.024,0,0,0,0,11,0,464.004
46.800,-405.400,204.200,-1474.028,0,0,0,0,11,0,468.000
47.200,-405.400,204.200,-1470.032,0,0,0,0,11,0,471.997
47.600,-405.400,204.200,-1466.024,0,0,0,0,11,0,476.004
48.000,-405.400,204.300,-1462.028,0,0,0,0,11,0,480.001
48.400,-405.400,204.300,-1458.031,0,0,0,0,11,0,483.997
48.800,-405.400,204.300,-1454.024,0,0,0,0,11,0,488.005
49.200,-405.400,204.400,-1450.027,0,0,0,0,11,0,492.001
49.600,-405.400,204.400,-1446.031,0,0,0,0,11,0,495.997
50.000,-405.400,204.400,-1442.023,0,0,0,0,11,0,500.005
50.400,-405.400,204.500,-1438.027,0,0,0,0,11,0,504.001
50.800,-405.400,204.500,-1434.031,0,0,0,0,11,0,507.998
51.200,-405.400,204.600,-1430.023,0,0,0,0,11,0,512.005
51.600,-405.400,204.600,-1426.027,0,0,0,0,11,0,516.002
52.000,-405.400,204.600,-1422.030,0,0,0,0,11,0,519.998
52.400,-405.400,204.700,-1418.023,0,0,0,0,11,0,524.006
52.800,-405.400,204.700,-1414.026,0,0,0,0,11,0,528.002
53.200,-405.400,204.700,-1410.030,0,0,0,0,11,0,531.998
53.600,-405.400,204.800,-1406.034,0,0,0,0,11,0,535.995
54.000,-405.400,204.800,-1402.026,0,0,0,0,11,0,540.002
54.400,-405.400,204.800,-1398.030,0,0,0,0,11,0,543.999
54.800,-405.400,204.900,-1394.033,0,0,0,0,11,0,547.995
55.200,-405.400,204.900,-1390.026,0,0,0,0,11,0,552.002
55.600,-405.400,204.900,-1386.029,0,0,0,0,11,0,555.999
56.000,-405.400,205.000,-1382.033,0,0,0,0,11,0,559.995
56.400,-405.400,205.000,-1378.026,0,0,0,0,11,0,564.003
56.800,-405.400,205.000,-1374.029,0,0,0,0,11,0,567.999
57.200,-405.400,205.100,-1370.033,0,0,0,0,11,0,571.996
57.600,-405.400,205.100,-1366.025,0,0,0,0,11,0,576.003
58.000,-405.400,205.200,-1362.029,0,0,0,0,11,0,579.999
58.400,-405.400,205.200,-1358.032,0,0,0,0,11,0,583.996
58.800,-405.400,205.200,-1354.025,0,0,0,0,11,0,588.003
59.200,-405.400,205.300,-1350.029,0,0,0,0,11,0,592.000
59.600,-405.400,205.300,-1346.032,0,0,0,0,11,0,595.996
60.000,-405.400,205.300,-1342.025,0,0,0,0,11,0,600.004
60.400,-405.400,205.400,-1338.028,0,0,0,0,11,0,604.000
60.800,-405.400,205.400,-1334.032,0,0,0,0,11,0,607.996
61.200,-405.400,205.400,-1330.024,0,0,0,0,11,0,612.004
61.600,-405.400,205.500,-1326.028,0,0,0,0,11,0,616.000
62.000,-405.400,205.500,-1322.032,0,0,0,0,11,0,619.997
62.400,-405.400,205.500,-1318.024,0,0,0,0,11,0,624.004
62.800,-405.400,205.600,-1314.028,0,0,0,0,11,0,628.001
63.200,-405.400,205.600,-1310.031,0,0,0,0,11,0,631.997
63.600,-405.400,205.700,-1306.024,0,0,0,0,11,0,636.005
64.000,-405.400,205.700,-1302.027,0,0,0,0,11,0,640.001
64.400,-405.400,205.700,-1298.031,0,0,0,0,11,0,643.997
64.800,-405.400,205.800,-1294.023,0,0,0,0,11,0,648.005
65.200,-405.400,205.800,-1290.027,0,0,0,0,11,0,652.001
65.600,-405.400,205.800,-1286.031,0,0,0,0,11,0,655.998
66.000,-405.400,205.900,-1282.023,0,0,0,0,11,0,660.005
66.400,-405.400,205.900,-1278.027,0,0,0,0,11,0,664.002
66.800,-405.400,205.900,-1274.030,0,0,0,0,11,0,667.998
67.200,-405.400,206.000,-1270.023,0,0,0,0,11,0,672.005
67.600,-405.400,206.000,-1266.026,0,0,0,0,11,0,676.002
68.000,-405.400,206.000,-1262.030,0,0,0,0,11,0,679.998
68.400,-405.400,206.100,-1258.034,0,0,0,0,11,0,683.995
68.800,-405.400,206.100,-1254.026,0,0,0,0,11,0,688.002
69.200,-405.400,206.200,-1250.030,0,0,0,0,11,0,691.999
69.600,-405.400,206.200,-1246.033,0,0,0,0,11,0,695.995
70.000,-405.400,206.200,-1242.026,0,0,0,0,11,0,700.002
70.400,-405.400,206.300,-1238.029,0,0,0,0,11,0,703.999
70.800,-405.400,206.300,-1234.033,0,0,0,0,11,0,707.995
71.200,-405.400,206.300,-1230.026,0,0,0,0,11,0,712.003
71.600,-405.400,206.400,-1226.029,0,0,0,0,11,0,715.999
72.000,-405.400,206.400,-1222.033,0,0,0,0,11,0,719.995
72.400,-405.400,206.400,-1218.025,0,0,0,0,11,0,724.003
72.800,-405.400,206.500,-1214.029,0,0,0,0,11,0,727.999
73.200,-405.400,206.500,-1210.033,0,0,0,0,11,0,731.996
73.600,-405.400,206.500,-1206.025,0,0,0,0,11,0,736.003
74.000,-405.400,206.600,-1202.029,0,0,0,0,11,0,740.000
74.400,-405.400,206.600,-1198.032,0,0,0,0,11,0,743.996
74.800,-405.400,206.600,-1194.025,0,0,0,0,11,0,748.004
75.200,-405.400,206.700,-1190.028,0,0,0,0,11,0,752.000
75.600,-405.400,206.700,-1186.032,0,0,0,0,11,0,755.996
76.000,-405.400,206.800,-1182.024,0,0,0,0,11,0,760.004
76.400,-405.400,206.800,-1178.028,0,0,0,0,11,0,764.000
76.800,-405.400,206.800,-1174.032,0,0,0,0,11,0,767.997
77.200,-405.400,206.900,-1170.024,0,0,0,0,11,0,772.004
77.600,-405.400,206.900,-1166.028,0,0,0,0,11,0,776.001
78.000,-405.400,206.900,-1162.031,0,0,0,0,11,0,779.997
78.400,-405.400,207.000,-1158.024,0,0,0,0,11,0,784.004
78.800,-405.400,207.000,-1154.027,0,0,0,0,11,0,788.001
79.200,-405.400,207.000,-1150.031,0,0,0,0,11,0,791.997
79.600,-405.400,207.100,-1146.024,0,0,0,0,11,0,796.005
80.000,-405.400,207.100,-1142.027,0,0,0,0,11,0,800.001
80.400,-405.400,207.100,-1138.031,0,0,0,0,11,0,803.998
80.800,-405.400,207.200,-1134.023,0,0,0,0,11,0,808.005
81.200,-405.400,207.200,-1130.027,0,0,0,0,11,0,812.001
81.600,-405.400,207.300,-1126.030,0,0,0,0,11,0,815.998
82.000,-405.400,207.300,-1122.023,0,0,0,0,11,0,820.005
82.400,-405.400,207.300,-1118.027,0,0,0,0,11,0,824.002
82.800,-405.400,207.400,-1114.030,0,0,0,0,11,0,827.998
83.200,-405.400,207.400,-1110.034,0,0,0,0,11,0,831.995
83.600,-405.400,207.400,-1106.026,0,0,0,0,11,0,836.002
84.000,-405.400,207.500,-1102.030,0,0,0,0,11,0,839.998
84.400,-405.400,207.500,-1098.033,0,0,0,0,11,0,843.995
84.800,-405.400,207.500,-1094.026,0,0,0,0,11,0,848.002
85.200,-405.400,207.600,-1090.030,0,0,0,0,11,0,851.999
85.600,-405.400,207.600,-1086.033,0,0,0,0,11,0,855.995
86.000,-405.400,207.600,-1082.026,0,0,0,0,11,0,860.003
86.400,-405.400,207.700,-1078.029,0,0,0,0,11,0,863.999
86.800,-405.400,207.700,-1074.033,0,0,0,0,11,0,867.995
87.200,-405.400,207.800,-1070.025,0,0,0,0,11,0,872.003
87.600,-405.400,207.800,-1066.029,0,0,0,0,11,0,875.999
88.000,-405.400,207.800,-1062.033,0,0,0,0,11,0,879.996
88.400,-405.400,207.900,-1058.025,0,0,0,0,11,0,884.003
88.800,-405.400,207.900,-1054.029,0,0,0,0,11,0,888.000
89.200,-405.400,207.900,-1050.032,0,0,0,0,11,0,891.996
89.600,-405.400,208.000,-1046.025,0,0,0,0,11,0,896.004
90.000,-405.400,208.000,-1042.028,0,0,0,0,11,0,900.000
90.400,-405.400,201.100,-1038.032,0,0,0,0,11,0,903.996
90.800,-405.400,202.200,-1034.024,0,0,0,0,11,0,908.004
91.200,-405.400,203.200,-1030.028,0,0,0,0,11,0,912.000
91.600,-405.400,204.000,-1026.032,0,0,0,0,11,0,915.997
92.000,-405.400,204.800,-1022.024,0,0,0,0,11,0,920.004
92.400,-405.400,205.400,-1018.028,0,0,0,0,11,0,924.001
92.800,-405.400,205.800,-1014.031,0,0,0,0,11,0,927.997
93.200,-405.400,206.000,-1010.024,0,0,0,0,11,0,932.004
93.600,-405.400,206.000,-1006.027,0,0,0,0,11,0,936.001
94.000,-405.400,205.800,-1002.031,0,0,0,0,11,0,939.997
94.400,-405.400,205.400,-998.024,0,0,0,0,11,0,944.005
94.800,-405.400,204.800,-994.027,0,0,0,0,11,0,948.001
95.200,-405.400,204.000,-990.031,0,0,0,0,11,0,951.998
95.600,-405.400,203.200,-986.023,0,0,0,0,11,0,956.005
96.000,-405.400,202.200,-982.027,0,0,0,0,11,0,960.001
96.400,-405.400,201.100,-978.030,0,0,0,0,11,0,963.998
96.800,-405.400,200.000,-974.023,0,0,0,0,11,0,968.005
97.200,-405.344,200.000,-970.027,0,0,0,0,11,0,972.002
97.600,-405.243,200.000,-966.030,0,0,0,0,11,0,976.000
98.000,-405.085,200.000,-962.034,0,0,0,0,11,0,979.999
98.400,-404.873,200.000,-958.037,0,0,0,0,11,0,984.001
98.800,-404.614,200.000,-954.052,0,0,0,0,11,0,987.995
99.200,-404.299,200.000,-950.056,0,0,0,0,11,0,992.004
99.600,-403.938,200.000,-946.082,0,0,0,0,11,0,995.994
100.000,-403.513,200.000,-942.096,0,0,0,0,11,0,1000.002
100.400,-403.051,200.000,-938.122,0,0,0,0,11,0,1004.003
100.800,-402.523,200.000,-934.159,0,0,0,0,11,0,1008.001
101.200,-401.950,200.000,-930.196,0,0,0,0,11,0,1012.005
101.600,-401.321,200.000,-926.256,0,0,0,0,11,0,1015.996
102.000,-400.646,200.000,-922.304,0,0,0,0,11,0,1020.005
102.400,-399.915,200.000,-918.374,0,0,0,0,11,0,1024.002
102.800,-399.138,200.000,-914.456,0,0,0,0,11,0,1027.997
103.200,-398.306,200.000,-910.537,0,0,0,0,11,0,1032.002
103.600,-397.427,200.000,-906.641,0,0,0,0,11,0,1035.996
104.000,-396.493,200.000,-902.745,0,0,0,0,11,0,1040.003
104.400,-395.504,200.000,-898.871,0,0,0,0,11,0,1044.001
104.800,-394.468,200.000,-895.008,0,0,0,0,11,0,1048.001
105.200,-393.386,200.000,-891.156,0,0,0,0,11,0,1052.002
105.600,-392.248,200.000,-887.327,0,0,0,0,11,0,1055.996
106.000,-391.064,200.000,-883.509,0,0,0,0,11,0,1059.994
106.400,-389.825,200.000,-879.702,0,0,0,0,11,0,1063.998
106.800,-388.539,200.000,-875.917,0,0,0,0,11,0,1067.995
107.200,-387.208,200.000,-872.143,0,0,0,0,11,0,1071.997
107.600,-385.820,200.000,-868.391,0,0,0,0,11,0,1075.997
108.000,-384.387,200.000,-864.651,0,0,0,0,11,0,1080.002
108.400,-382.907,200.000,-860.933,0,0,0,0,11,0,1084.004
108.800,-381.381,200.000,-857.248,0,0,0,0,11,0,1087.992
109.200,-379.800,200.000,-853.564,0,0,0,0,11,0,1092.002
109.600,-378.172,200.000,-849.912,0,0,0,0,11,0,1096.000
110.000,-376.498,200.000,-846.283,0,0,0,0,11,0,1099.996
110.400,-374.778,200.000,-842.665,0,0,0,0,11,0,1104.002
110.800,-373.011,200.000,-839.081,0,0,0,0,11,0,1107.998
111.200,-371.189,200.000,-835.519,0,0,0,0,11,0,1111.999
111.600,-369.330,200.000,-831.979,0,0,0,0,11,0,1115.998
112.000,-367.425,200.000,-828.461,0,0,0,0,11,0,1119.998
112.400,-365.473,200.000,-824.977,0,0,0,0,11,0,1123.992
112.800,-363.466,200.000,-821.515,0,0,0,0,11,0,1127.994
113.200,-361.469,200.000,-818.041,0,0,0,0,11,0,1132.000
113.600,-359.471,199.900,-814.579,0,0,0,0,11,0,1135.997
114.000,-357.473,199.900,-811.117,0,0,0,0,11,0,1139.995
114.400,-355.466,199.900,-807.655,0,0,0,0,11,0,1143.996
114.800,-353.469,199.800,-804.193,0,0,0,0,11,0,1147.993
115.200,-351.471,199.800,-800.720,0,0,0,0,11,0,1152.000
115.600,-349.473,199.800,-797.258,0,0,0,0,11,0,1155.997
116.000,-347.476,199.800,-793.796,0,0,0,0,11,0,1159.994
116.400,-345.469,199.700,-790.334,0,0,0,0,11,0,1163.996
116.800,-343.471,199.700,-786.872,0,0,0,0,11,0,1167.993
117.200,-341.473,199.700,-783.410,0,0,0,0,11,0,1171.990
117.600,-339.475,199.600,-779.937,0,0,0,0,11,0,1175.997
118.000,-337.478,199.600,-776.475,0,0,0,0,11,0,1179.994
118.400,-335.471,199.600,-773.012,0,0,0,0,11,0,1183.996
118.800,-333.473,199.500,-769.550,0,0,0,0,11,0,1187.993
119.200,-331.475,199.500,-766.088,0,0,0,0,11,0,1191.990
119.600,-329.478,199.500,-762.615,0,0,0,0,11,0,1195.996
120.000,-327.480,199.500,-759.153,0,0,0,0,11,0,1199.994
120.400,-325.473,199.400,-755.691,0,0,0,0,11,0,1203.995
120.800,-323.475,199.400,-752.229,0,0,0,0,11,0,1207.992
121.200,-321.478,199.400,-748.767,0,0,0,0,11,0,1211.989
121.600,-319.480,199.300,-745.305,0,0,0,0,11,0,1215.986
122.000,-317.482,199.300,-741.832,0,0,0,0,11,0,1219.993
122.400,-315.475,199.300,-738.370,0,0,0,0,11,0,1223.995
122.800,-313.478,199.200,-734.908,0,0,0,0,11,0,1227.992
123.200,-311.480,199.200,-731.446,0,0,0,0,11,0,1231.989
123.600,-309.482,199.200,-727.984,0,0,0,0,11,0,1235.986
124.000,-307.484,199.200,-724.510,0,0,0,0,11,0,1239.993
124.400,-305.478,199.100,-721.048,0,0,0,0,11,0,1243.995
124.800,-303.480,199.100,-717.586,0,0,0,0,11,0,1247.992
125.200,-301.482,199.100,-714.124,0,0,0,0,11,0,1251.989
125.600,-299.484,199.000,-710.662,0,0,0,0,11,0,1255.986
126.000,-297.487,199.000,-707.189,0,0,0,0,11,0,1259.993
126.400,-295.480,199.000,-703.727,0,0,0,0,11,0,1263.994
126.800,-293.482,198.900,-700.265,0,0,0,0,11,0,1267.991
127.200,-291.484,198.900,-696.803,0,0,0,0,11,0,1271.988
127.600,-289.487,198.900,-693.341,0,0,0,0,11,0,1275.985
128.000,-287.489,198.900,-689.879,0,0,0,0,11,0,1279.983
128.400,-285.482,198.800,-686.405,0,0,0,0,11,0,1283.994
128.800,-283.484,198.800,-682.943,0,0,0,0,11,0,1287.991
129.200,-281.487,198.800,-679.481,0,0,0,0,11,0,1291.988
129.600,-279.489,198.700,-676.019,0,0,0,0,11,0,1295.985
130.000,-277.491,198.700,-672.557,0,0,0,0,11,0,1299.982
130.400,-275.484,198.700,-669.084,0,0,0,0,11,0,1303.994
130.800,-273.486,198.600,-665.622,0,0,0,0,11,0,1307.991
131.200,-271.489,198.600,-662.160,0,0,0,0,11,0,1311.988
131.600,-269.491,198.600,-658.698,0,0,0,0,11,0,1315.985
132.000,-267.493,198.600,-655.236,0,0,0,0,11,0,1319.982
132.400,-265.486,198.500,-651.774,0,0,0,0,11,0,1323.984
132.800,-263.489,198.500,-648.301,0,0,0,0,11,0,1327.990
133.200,-261.491,198.500,-644.839,0,0,0,0,11,0,1331.987
133.600,-259.493,198.400,-641.377,0,0,0,0,11,0,1335.984
134.000,-257.486,198.400,-637.915,0,0,0,0,11,0,1339.986
134.400,-255.489,198.400,-634.452,0,0,0,0,11,0,1343.983
134.800,-253.491,198.300,-630.979,0,0,0,0,11,0,1347.990
135.200,-251.493,198.300,-627.517,0,0,0,0,11,0,1351.987
135.600,-249.496,198.300,-624.055,0,0,0,0,11,0,1355.984
136.000,-247.489,198.300,-620.593,0,0,0,0,11,0,1359.986
136.400,-245.491,198.200,-617.131,0,0,0,0,11,0,1363.983
136.800,-243.493,198.200,-613.669,0,0,0,0,11,0,1367.980
137.200,-241.495,198.200,-610.196,0,0,0,0,11,0,1371.987
137.600,-239.498,198.100,-606.734,0,0,0,0,11,0,1375.984
138.000,-237.491,198.100,-603.272,0,0,0,0,11,0,1379.985
138.400,-235.493,198.100,-599.810,0,0,0,0,11,0,1383.983
138.800,-233.495,198.000,-596.348,0,0,0,0,11,0,1387.980
139.200,-231.498,198.000,-592.874,0,0,0,0,11,0,1391.986
139.600,-229.500,198.000,-589.412,0,0,0,0,11,0,1395.983
140.000,-227.493,198.000,-585.950,0,0,0,0,11,0,1399.985
140.400,-225.495,197.900,-582.488,0,0,0,0,11,0,1403.982
140.800,-223.498,197.900,-579.026,0,0,0,0,11,0,1407.979
141.200,-221.500,197.900,-575.553,0,0,0,0,11,0,1411.986
141.600,-219.502,197.800,-572.091,0,0,0,0,11,0,1415.983
142.000,-217.495,197.800,-568.629,0,0,0,0,11,0,1419.985
142.400,-215.498,197.800,-565.167,0,0,0,0,11,0,1423.982
142.800,-213.500,197.700,-561.705,0,0,0,0,11,0,1427.979
143.200,-211.502,197.700,-558.243,0,0,0,0,11,0,1431.976
143.600,-209.504,197.700,-554.770,0,0,0,0,11,0,1435.983
144.000,-207.497,197.700,-551.308,0,0,0,0,11,0,1439.984
144.400,-205.500,197.600,-547.845,0,0,0,0,11,0,1443.982
144.800,-203.502,197.600,-544.383,0,0,0,0,11,0,1447.979
145.200,-201.504,197.600,-540.921,0,0,0,0,11,0,1451.976
145.600,-199.507,197.500,-537.448,0,0,0,0,11,0,1455.982
146.000,-197.500,197.500,-533.986,0,0,0,0,11,0,1459.984
146.400,-195.502,197.500,-530.524,0,0,0,0,11,0,1463.981
146.800,-193.504,197.400,-527.062,0,0,0,0,11,0,1467.978
147.200,-191.507,197.400,-523.600,0,0,0,0,11,0,1471.975
147.600,-189.509,197.400,-520.138,0,0,0,0,11,0,1475.972
148.000,-187.502,197.400,-516.665,0,0,0,0,11,0,1479.984
148.400,-185.504,197.300,-513.203,0,0,0,0,11,0,1483.981
148.800,-183.507,197.300,-509.741,0,0,0,0,11,0,1487.978
149.200,-181.509,197.300,-506.279,0,0,0,0,11,0,1491.975
149.600,-179.511,197.200,-502.817,0,0,0,0,11,0,1495.972
150.000,-177.504,197.200,-499.343,0,0,0,0,11,0,1499.983
150.400,-175.506,197.200,-495.881,0,0,0,0,11,0,1503.981
150.800,-173.509,197.100,-492.419,0,0,0,0,11,0,1507.978
151.200,-171.511,197.100,-488.957,0,0,0,0,11,0,1511.975
151.600,-169.513,197.100,-485.495,0,0,0,0,11,0,1515.972
152.000,-167.506,197.100,-482.033,0,0,0,0,11,0,1519.973
152.400,-165.509,197.000,-478.560,0,0,0,0,11,0,1523.980
152.800,-163.511,197.000,-475.098,0,0,0,0,11,0,1527.977
153.200,-161.513,197.000,-471.636,0,0,0,0,11,0,1531.974
153.600,-159.506,196.900,-468.174,0,0,0,0,11,0,1535.976
154.000,-157.509,196.900,-464.712,0,0,0,0,11,0,1539.973
154.400,-155.511,196.900,-461.239,0,0,0,0,11,0,1543.980
154.800,-153.513,196.800,-457.776,0,0,0,0,11,0,1547.977
155.200,-151.516,196.800,-454.314,0,0,0,0,11,0,1551.974
155.600,-149.509,196.800,-450.852,0,0,0,0,11,0,1555.976
156.000,-147.511,196.800,-447.390,0,0,0,0,11,0,1559.973
156.400,-145.513,196.700,-443.917,0,0,0,0,11,0,1563.979
156.800,-143.515,196.700,-440.455,0,0,0,0,11,0,1567.977
157.200,-141.518,196.700,-436.993,0,0,0,0,11,0,1571.974
157.600,-139.511,196.600,-433.531,0,0,0,0,11,0,1575.975
158.000,-137.513,196.600,-430.069,0,0,0,0,11,0,1579.972
158.400,-135.515,196.600,-426.607,0,0,0,0,11,0,1583.970
158.800,-133.518,196.500,-423.134,0,0,0,0,11,0,1587.976
